"State","District","Crop","Season","Area-2024-25","Production-2024-25","Yield-2024-25"
"Madhya Pradesh","Betul","Urad","Kharif","0.01","0.00","510.00"
"Madhya Pradesh","Betul","Urad","Summer","0.00","0.00","960.00"
"Madhya Pradesh","Betul","Urad","Total","0.01","0.01","649.00"
"Madhya Pradesh","Betul","Moong","Kharif","0.00","0.00","500.00"
"Madhya Pradesh","Betul","Moong","Summer","0.26","0.25","988.00"
"Madhya Pradesh","Betul","Moong","Total","0.26","0.25","983.00"
"Madhya Pradesh","Betul","Lentil","Rabi","0.01","0.01","780.00"
"Madhya Pradesh","Betul","Lentil","Total","0.01","0.01","780.00"
"Madhya Pradesh","Betul","Other Pulses","Rabi","0.02","0.02","810.00"
"Madhya Pradesh","Betul","Other Pulses","Total","0.02","0.02","810.00"
"Madhya Pradesh","Betul","Total Pulses","Total","0.79","0.98","1241.00"
"Madhya Pradesh","Betul","Total Food Grains","Kharif","2.65","6.61","2491.00"
"Madhya Pradesh","Betul","Total Food Grains","Rabi","2.50","6.66","2662.00"
"Madhya Pradesh","Betul","Total Food Grains","Summer","0.26","0.26","998.00"
"Madhya Pradesh","Betul","Total Food Grains","Total","5.41","13.53","2499.00"
"Madhya Pradesh","Bhind","Rice","Kharif","0.42","1.28","3031.00"
"Madhya Pradesh","Bhind","Rice","Total","0.42","1.28","3031.00"
"Madhya Pradesh","Bhind","Wheat","Rabi","1.17","4.37","3737.00"
"Madhya Pradesh","Bhind","Wheat","Total","1.17","4.37","3737.00"
"Madhya Pradesh","Bhind","Maize","Kharif","0.00","0.00","3245.00"
"Madhya Pradesh","Bhind","Maize","Rabi","0.00","0.00","3513.00"
"Madhya Pradesh","Bhind","Maize","Summer","0.00","0.00","4443.00"
"Madhya Pradesh","Bhind","Maize","Total","0.00","0.00","3662.00"
"Madhya Pradesh","Bhind","Barley","Rabi","0.01","0.01","1947.00"
"Madhya Pradesh","Bhind","Barley","Total","0.01","0.01","1947.00"
"Madhya Pradesh","Bhind","Jowar","Kharif","0.15","0.34","2235.00"
"Madhya Pradesh","Bhind","Jowar","Total","0.15","0.34","2235.00"
"Madhya Pradesh","Bhind","Bajra","Kharif","0.51","1.39","2715.00"
"Madhya Pradesh","Bhind","Bajra","Total","0.51","1.39","2715.00"
"Madhya Pradesh","Bhind","Shree Anna /Nutri Cereals","Kharif","0.67","1.73","2604.00"
"Madhya Pradesh","Bhind","Shree Anna /Nutri Cereals","Total","0.67","1.73","2604.00"
"Madhya Pradesh","Bhind","Nutri/Coarse Cereals","Kharif","0.67","1.74","2605.00"
"Madhya Pradesh","Bhind","Nutri/Coarse Cereals","Rabi","0.01","0.01","1996.00"
"Madhya Pradesh","Bhind","Nutri/Coarse Cereals","Summer","0.00","0.00","4443.00"
"Madhya Pradesh","Bhind","Nutri/Coarse Cereals","Total","0.67","1.75","2599.00"
"Madhya Pradesh","Bhind","Cereals","Kharif","1.09","3.02","2770.00"
"Madhya Pradesh","Bhind","Cereals","Rabi","1.18","4.39","3727.00"
"Madhya Pradesh","Bhind","Cereals","Summer","0.00","0.00","4443.00"
"Madhya Pradesh","Bhind","Cereals","Total","2.27","7.41","3267.00"
"Madhya Pradesh","Bhind","Tur","Kharif","0.00","0.00","1168.00"
"Madhya Pradesh","Bhind","Tur","Total","0.00","0.00","1168.00"
"Madhya Pradesh","Bhind","Gram","Rabi","0.07","0.10","1486.00"
"Madhya Pradesh","Bhind","Gram","Total","0.07","0.10","1486.00"
"Madhya Pradesh","Bhind","Urad","Kharif","0.00","0.00","440.00"
"Madhya Pradesh","Bhind","Urad","Summer","0.00","0.00","800.00"
"Madhya Pradesh","Bhind","Urad","Total","0.00","0.00","561.00"
"Madhya Pradesh","Bhind","Moong","Kharif","0.01","0.01","610.00"
"Madhya Pradesh","Bhind","Moong","Summer","0.11","0.12","1160.00"
"Madhya Pradesh","Bhind","Moong","Total","0.12","0.13","1113.00"
"Madhya Pradesh","Bhind","Lentil","Rabi","0.01","0.01","988.00"
"Madhya Pradesh","Bhind","Lentil","Total","0.01","0.01","988.00"
"Madhya Pradesh","Bhind","Other Pulses","Rabi","0.03","0.04","1306.00"
"Madhya Pradesh","Bhind","Other Pulses","Total","0.03","0.04","1306.00"
"Madhya Pradesh","Bhind","Total Pulses","Total","0.23","0.28","1234.00"
"Madhya Pradesh","Bhind","Total Food Grains","Kharif","1.10","3.03","2743.00"
"Madhya Pradesh","Bhind","Total Food Grains","Rabi","1.28","4.54","3534.00"
"Madhya Pradesh","Bhind","Total Food Grains","Summer","0.11","0.13","1164.00"
"Madhya Pradesh","Bhind","Total Food Grains","Total","2.50","7.69","3081.00"
"Madhya Pradesh","Bhopal","Rice","Kharif","0.31","0.80","2563.00"
"Madhya Pradesh","Bhopal","Rice","Total","0.31","0.80","2563.00"
"Madhya Pradesh","Bhopal","Wheat","Rabi","1.15","3.60","3135.00"
"Madhya Pradesh","Bhopal","Wheat","Total","1.15","3.60","3135.00"
"Madhya Pradesh","Bhopal","Maize","Kharif","0.01","0.03","2320.00"
"Madhya Pradesh","Bhopal","Maize","Rabi","0.00","0.00","2727.00"
"Madhya Pradesh","Bhopal","Maize","Summer","0.00","0.00","4443.00"
"Madhya Pradesh","Bhopal","Maize","Total","0.01","0.03","2368.00"
"Madhya Pradesh","Bhopal","Jowar","Kharif","0.00","0.00","1692.00"
"Madhya Pradesh","Bhopal","Jowar","Total","0.00","0.00","1692.00"
"Madhya Pradesh","Bhopal","Bajra","Kharif","0.00","0.00","1931.00"
"Madhya Pradesh","Bhopal","Bajra","Total","0.00","0.00","1931.00"
"Madhya Pradesh","Bhopal","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","1806.00"
"Madhya Pradesh","Bhopal","Shree Anna /Nutri Cereals","Total","0.00","0.00","1806.00"
"Madhya Pradesh","Bhopal","Nutri/Coarse Cereals","Kharif","0.01","0.03","2297.00"
"Madhya Pradesh","Bhopal","Nutri/Coarse Cereals","Rabi","0.00","0.00","2727.00"
"Madhya Pradesh","Bhopal","Nutri/Coarse Cereals","Summer","0.00","0.00","4443.00"
"Madhya Pradesh","Bhopal","Nutri/Coarse Cereals","Total","0.01","0.03","2342.00"
"Madhya Pradesh","Bhopal","Cereals","Kharif","0.33","0.83","2552.00"
"Madhya Pradesh","Bhopal","Cereals","Rabi","1.15","3.60","3135.00"
"Madhya Pradesh","Bhopal","Cereals","Summer","0.00","0.00","4443.00"
"Madhya Pradesh","Bhopal","Cereals","Total","1.47","4.43","3006.00"
"Madhya Pradesh","Bhopal","Tur","Kharif","0.00","0.00","971.00"
"Madhya Pradesh","Bhopal","Tur","Total","0.00","0.00","971.00"
"Madhya Pradesh","Bhopal","Gram","Rabi","0.02","0.02","1248.00"
"Madhya Pradesh","Bhopal","Gram","Total","0.02","0.02","1248.00"
"Madhya Pradesh","Bhopal","Urad","Kharif","0.00","0.00","419.00"
"Madhya Pradesh","Bhopal","Urad","Summer","0.00","0.00","0.00"
"Madhya Pradesh","Bhopal","Urad","Total","0.00","0.00","248.00"
"Madhya Pradesh","Bhopal","Moong","Kharif","0.00","0.00","362.00"
"Madhya Pradesh","Bhopal","Moong","Summer","0.07","0.08","1220.00"
"Madhya Pradesh","Bhopal","Moong","Total","0.07","0.08","1213.00"
"Madhya Pradesh","Bhopal","Lentil","Rabi","0.00","0.00","1020.00"
"Madhya Pradesh","Bhopal","Lentil","Total","0.00","0.00","1020.00"
"Madhya Pradesh","Bhopal","Other Pulses","Rabi","0.00","0.00","673.00"
"Madhya Pradesh","Bhopal","Other Pulses","Total","0.00","0.00","673.00"
"Madhya Pradesh","Bhopal","Total Pulses","Total","0.09","0.10","1211.00"
"Madhya Pradesh","Bhopal","Total Food Grains","Kharif","0.33","0.83","2545.00"
"Madhya Pradesh","Bhopal","Total Food Grains","Rabi","1.17","3.62","3104.00"
"Madhya Pradesh","Bhopal","Total Food Grains","Summer","0.07","0.08","1229.00"
"Madhya Pradesh","Bhopal","Total Food Grains","Total","1.56","4.54","2907.00"
"Madhya Pradesh","Burhanpur","Rice","Kharif","0.01","0.01","1266.00"
"Madhya Pradesh","Burhanpur","Rice","Total","0.01","0.01","1266.00"
"Madhya Pradesh","Burhanpur","Wheat","Rabi","0.10","0.25","2562.00"
"Madhya Pradesh","Burhanpur","Wheat","Total","0.10","0.25","2562.00"
"Madhya Pradesh","Burhanpur","Maize","Kharif","0.19","0.54","2853.00"
"Madhya Pradesh","Burhanpur","Maize","Rabi","0.19","0.82","4277.00"
"Madhya Pradesh","Burhanpur","Maize","Summer","0.00","0.00","5665.00"
"Madhya Pradesh","Burhanpur","Maize","Total","0.38","1.37","3569.00"
"Madhya Pradesh","Burhanpur","Jowar","Kharif","0.01","0.03","2934.00"
"Madhya Pradesh","Burhanpur","Jowar","Total","0.01","0.03","2934.00"
"Madhya Pradesh","Burhanpur","Bajra","Kharif","0.00","0.00","1200.00"
"Madhya Pradesh","Burhanpur","Bajra","Total","0.00","0.00","1200.00"
"Madhya Pradesh","Burhanpur","Small Millets","Kharif","0.00","0.00","640.00"
"Madhya Pradesh","Burhanpur","Small Millets","Total","0.00","0.00","640.00"
"Madhya Pradesh","Burhanpur","Shree Anna /Nutri Cereals","Kharif","0.01","0.03","2890.00"
"Madhya Pradesh","Burhanpur","Shree Anna /Nutri Cereals","Total","0.01","0.03","2890.00"
"Madhya Pradesh","Burhanpur","Nutri/Coarse Cereals","Kharif","0.20","0.57","2854.00"
"Madhya Pradesh","Burhanpur","Nutri/Coarse Cereals","Rabi","0.19","0.82","4277.00"
"Madhya Pradesh","Burhanpur","Nutri/Coarse Cereals","Summer","0.00","0.00","5665.00"
"Madhya Pradesh","Burhanpur","Nutri/Coarse Cereals","Total","0.39","1.39","3554.00"
"Madhya Pradesh","Burhanpur","Cereals","Kharif","0.21","0.58","2786.00"
"Madhya Pradesh","Burhanpur","Cereals","Rabi","0.29","1.07","3695.00"
"Madhya Pradesh","Burhanpur","Cereals","Summer","0.00","0.00","5665.00"
"Madhya Pradesh","Burhanpur","Cereals","Total","0.50","1.66","3316.00"
"Madhya Pradesh","Burhanpur","Tur","Kharif","0.04","0.04","951.00"
"Madhya Pradesh","Burhanpur","Tur","Total","0.04","0.04","951.00"
"Madhya Pradesh","Burhanpur","Gram","Rabi","0.13","0.21","1689.00"
"Madhya Pradesh","Burhanpur","Gram","Total","0.13","0.21","1689.00"
"Madhya Pradesh","Burhanpur","Urad","Kharif","0.00","0.00","554.00"
"Madhya Pradesh","Burhanpur","Urad","Summer","0.00","0.00","710.00"
"Madhya Pradesh","Burhanpur","Urad","Total","0.00","0.00","554.00"
"Madhya Pradesh","Burhanpur","Moong","Kharif","0.00","0.00","665.00"
"Madhya Pradesh","Burhanpur","Moong","Summer","0.02","0.02","1074.00"
"Madhya Pradesh","Burhanpur","Moong","Total","0.02","0.02","1055.00"
"Madhya Pradesh","Burhanpur","Total Pulses","Total","0.19","0.28","1449.00"
"Madhya Pradesh","Burhanpur","Total Food Grains","Kharif","0.25","0.62","2458.00"
"Madhya Pradesh","Burhanpur","Total Food Grains","Rabi","0.42","1.29","3085.00"
"Madhya Pradesh","Burhanpur","Total Food Grains","Summer","0.02","0.02","1108.00"
"Madhya Pradesh","Burhanpur","Total Food Grains","Total","0.69","1.93","2799.00"
"Madhya Pradesh","Chhatarpur","Rice","Kharif","0.04","0.06","1346.00"
"Madhya Pradesh","Chhatarpur","Rice","Total","0.04","0.06","1346.00"
"Madhya Pradesh","Chhatarpur","Wheat","Rabi","2.52","6.30","2503.00"
"Madhya Pradesh","Chhatarpur","Wheat","Total","2.52","6.30","2503.00"
"Madhya Pradesh","Chhatarpur","Maize","Kharif","0.01","0.02","1447.00"
"Madhya Pradesh","Chhatarpur","Maize","Rabi","0.00","0.00","3121.00"
"Madhya Pradesh","Chhatarpur","Maize","Summer","0.00","0.00","4469.00"
"Madhya Pradesh","Chhatarpur","Maize","Total","0.01","0.02","1585.00"
"Madhya Pradesh","Chhatarpur","Barley","Rabi","0.10","0.17","1772.00"
"Madhya Pradesh","Chhatarpur","Barley","Total","0.10","0.17","1772.00"
"Madhya Pradesh","Chhatarpur","Jowar","Kharif","0.03","0.05","1650.00"
"Madhya Pradesh","Chhatarpur","Jowar","Total","0.03","0.05","1650.00"
"Madhya Pradesh","Chhatarpur","Bajra","Kharif","0.00","0.00","967.00"
"Madhya Pradesh","Chhatarpur","Bajra","Total","0.00","0.00","967.00"
"Madhya Pradesh","Chhatarpur","Small Millets","Kharif","0.00","0.00","778.00"
"Madhya Pradesh","Chhatarpur","Small Millets","Total","0.00","0.00","778.00"
"Madhya Pradesh","Chhatarpur","Shree Anna /Nutri Cereals","Kharif","0.03","0.05","1611.00"
"Madhya Pradesh","Chhatarpur","Shree Anna /Nutri Cereals","Total","0.03","0.05","1611.00"
"Madhya Pradesh","Chhatarpur","Nutri/Coarse Cereals","Kharif","0.05","0.07","1562.00"
"Madhya Pradesh","Chhatarpur","Nutri/Coarse Cereals","Rabi","0.10","0.17","1782.00"
"Madhya Pradesh","Chhatarpur","Nutri/Coarse Cereals","Summer","0.00","0.00","4469.00"
"Madhya Pradesh","Chhatarpur","Nutri/Coarse Cereals","Total","0.14","0.24","1717.00"
"Madhya Pradesh","Chhatarpur","Cereals","Kharif","0.09","0.13","1456.00"
"Madhya Pradesh","Chhatarpur","Cereals","Rabi","2.61","6.47","2477.00"
"Madhya Pradesh","Chhatarpur","Cereals","Summer","0.00","0.00","4469.00"
"Madhya Pradesh","Chhatarpur","Cereals","Total","2.70","6.60","2443.00"
"Madhya Pradesh","Chhatarpur","Tur","Kharif","0.07","0.06","816.00"
"Madhya Pradesh","Chhatarpur","Tur","Total","0.07","0.06","816.00"
"Madhya Pradesh","Chhatarpur","Gram","Rabi","0.44","0.67","1503.00"
"Madhya Pradesh","Chhatarpur","Gram","Total","0.44","0.67","1503.00"
"Madhya Pradesh","Chhatarpur","Urad","Kharif","0.51","0.34","669.00"
"Madhya Pradesh","Chhatarpur","Urad","Summer","0.00","0.00","880.00"
"Madhya Pradesh","Chhatarpur","Urad","Total","0.52","0.35","671.00"
"Madhya Pradesh","Chhatarpur","Moong","Kharif","0.06","0.03","410.00"
"Madhya Pradesh","Chhatarpur","Moong","Summer","0.06","0.03","550.00"
"Madhya Pradesh","Chhatarpur","Moong","Total","0.12","0.06","479.00"
"Madhya Pradesh","Chhatarpur","Lentil","Rabi","0.13","0.10","760.00"
"Madhya Pradesh","Chhatarpur","Lentil","Total","0.13","0.10","760.00"
"Madhya Pradesh","Chhatarpur","Other Pulses","Rabi","0.33","0.26","799.00"
"Madhya Pradesh","Chhatarpur","Other Pulses","Total","0.33","0.26","799.00"
"Madhya Pradesh","Chhatarpur","Total Pulses","Total","1.62","1.49","925.00"
"Madhya Pradesh","Chhatarpur","Total Food Grains","Kharif","0.74","0.56","758.00"
"Madhya Pradesh","Chhatarpur","Total Food Grains","Rabi","3.51","7.50","2134.00"
"Madhya Pradesh","Chhatarpur","Total Food Grains","Summer","0.07","0.04","587.00"
"Madhya Pradesh","Chhatarpur","Total Food Grains","Total","4.32","8.10","1875.00"
"Madhya Pradesh","Chhindwara","Rice","Kharif","0.25","0.50","2041.00"
"Madhya Pradesh","Chhindwara","Rice","Rabi","0.00","0.00","2333.00"
"Madhya Pradesh","Chhindwara","Rice","Total","0.25","0.50","2041.00"
"Madhya Pradesh","Chhindwara","Wheat","Rabi","2.03","6.14","3028.00"
"Madhya Pradesh","Chhindwara","Wheat","Total","2.03","6.14","3028.00"
"Madhya Pradesh","Chhindwara","Maize","Kharif","3.35","11.16","3333.00"
"Madhya Pradesh","Chhindwara","Maize","Rabi","0.01","0.03","4198.00"
"Madhya Pradesh","Chhindwara","Maize","Summer","0.01","0.05","5098.00"
"Madhya Pradesh","Chhindwara","Maize","Total","3.36","11.23","3340.00"
"Madhya Pradesh","Chhindwara","Barley","Rabi","0.00","0.00","1840.00"
"Madhya Pradesh","Chhindwara","Barley","Total","0.00","0.00","1840.00"
"Madhya Pradesh","Chhindwara","Jowar","Kharif","0.00","0.00","1720.00"
"Madhya Pradesh","Chhindwara","Jowar","Total","0.00","0.00","1720.00"
"Madhya Pradesh","Chhindwara","Bajra","Kharif","0.00","0.00","1000.00"
"Madhya Pradesh","Chhindwara","Bajra","Total","0.00","0.00","1000.00"
"Madhya Pradesh","Chhindwara","Small Millets","Kharif","0.04","0.04","1010.00"
"Madhya Pradesh","Chhindwara","Small Millets","Total","0.04","0.04","1010.00"
"Madhya Pradesh","Chhindwara","Shree Anna /Nutri Cereals","Kharif","0.04","0.04","1041.00"
"Madhya Pradesh","Chhindwara","Shree Anna /Nutri Cereals","Total","0.04","0.04","1041.00"
"Madhya Pradesh","Chhindwara","Nutri/Coarse Cereals","Kharif","3.39","11.20","3307.00"
"Madhya Pradesh","Chhindwara","Nutri/Coarse Cereals","Rabi","0.01","0.03","4190.00"
"Madhya Pradesh","Chhindwara","Nutri/Coarse Cereals","Summer","0.01","0.05","5098.00"
"Madhya Pradesh","Chhindwara","Nutri/Coarse Cereals","Total","3.40","11.27","3313.00"
"Madhya Pradesh","Chhindwara","Cereals","Kharif","3.63","11.70","3221.00"
"Madhya Pradesh","Chhindwara","Cereals","Rabi","2.03","6.16","3031.00"
"Madhya Pradesh","Chhindwara","Cereals","Summer","0.01","0.05","5098.00"
"Madhya Pradesh","Chhindwara","Cereals","Total","5.68","17.91","3156.00"
"Madhya Pradesh","Chhindwara","Tur","Kharif","0.04","0.03","820.00"
"Madhya Pradesh","Chhindwara","Tur","Total","0.04","0.03","820.00"
"Madhya Pradesh","Chhindwara","Gram","Rabi","0.25","0.44","1766.00"
"Madhya Pradesh","Chhindwara","Gram","Total","0.25","0.44","1766.00"
"Madhya Pradesh","Chhindwara","Urad","Kharif","0.02","0.01","503.00"
"Madhya Pradesh","Chhindwara","Urad","Summer","0.02","0.02","1010.00"
"Madhya Pradesh","Chhindwara","Urad","Total","0.03","0.02","727.00"
"Madhya Pradesh","Chhindwara","Moong","Kharif","0.00","0.00","510.00"
"Madhya Pradesh","Chhindwara","Moong","Summer","0.18","0.15","850.00"
"Madhya Pradesh","Chhindwara","Moong","Total","0.18","0.15","846.00"
"Madhya Pradesh","Chhindwara","Lentil","Rabi","0.06","0.05","830.00"
"Madhya Pradesh","Chhindwara","Lentil","Total","0.06","0.05","830.00"
"Madhya Pradesh","Chhindwara","Other Pulses","Rabi","0.05","0.03","638.00"
"Madhya Pradesh","Chhindwara","Other Pulses","Total","0.05","0.03","638.00"
"Madhya Pradesh","Chhindwara","Total Pulses","Total","0.61","0.73","1192.00"
"Madhya Pradesh","Chhindwara","Total Food Grains","Kharif","3.69","11.74","3181.00"
"Madhya Pradesh","Chhindwara","Total Food Grains","Rabi","2.39","6.69","2793.00"
"Madhya Pradesh","Chhindwara","Total Food Grains","Summer","0.20","0.21","1053.00"
"Madhya Pradesh","Chhindwara","Total Food Grains","Total","6.29","18.65","2965.00"
"Madhya Pradesh","Damoh","Rice","Kharif","0.84","2.31","2750.00"
"Madhya Pradesh","Damoh","Rice","Total","0.84","2.31","2750.00"
"Madhya Pradesh","Damoh","Wheat","Rabi","1.38","3.79","2751.00"
"Madhya Pradesh","Damoh","Wheat","Total","1.38","3.79","2751.00"
"Madhya Pradesh","Damoh","Maize","Kharif","0.17","0.40","2371.00"
"Madhya Pradesh","Damoh","Maize","Rabi","0.00","0.00","2196.00"
"Madhya Pradesh","Damoh","Maize","Total","0.17","0.41","2371.00"
"Madhya Pradesh","Damoh","Barley","Rabi","0.00","0.00","1846.00"
"Madhya Pradesh","Damoh","Barley","Total","0.00","0.00","1846.00"
"Madhya Pradesh","Damoh","Jowar","Kharif","0.00","0.00","1935.00"
"Madhya Pradesh","Damoh","Jowar","Total","0.00","0.00","1935.00"
"Madhya Pradesh","Damoh","Bajra","Kharif","0.00","0.00","2000.00"
"Madhya Pradesh","Damoh","Bajra","Total","0.00","0.00","2000.00"
"Madhya Pradesh","Damoh","Small Millets","Kharif","0.00","0.00","563.00"
"Madhya Pradesh","Damoh","Small Millets","Total","0.00","0.00","563.00"
"Madhya Pradesh","Damoh","Shree Anna /Nutri Cereals","Kharif","0.00","0.01","1891.00"
"Madhya Pradesh","Damoh","Shree Anna /Nutri Cereals","Total","0.00","0.01","1891.00"
"Madhya Pradesh","Damoh","Nutri/Coarse Cereals","Kharif","0.17","0.41","2364.00"
"Madhya Pradesh","Damoh","Nutri/Coarse Cereals","Rabi","0.00","0.00","2170.00"
"Madhya Pradesh","Damoh","Nutri/Coarse Cereals","Total","0.17","0.41","2363.00"
"Madhya Pradesh","Damoh","Cereals","Kharif","1.01","2.72","2684.00"
"Madhya Pradesh","Damoh","Cereals","Rabi","1.38","3.79","2751.00"
"Madhya Pradesh","Damoh","Cereals","Total","2.39","6.51","2722.00"
"Madhya Pradesh","Damoh","Tur","Kharif","0.18","0.15","855.00"
"Madhya Pradesh","Damoh","Tur","Total","0.18","0.15","855.00"
"Madhya Pradesh","Damoh","Gram","Rabi","0.67","1.11","1656.00"
"Madhya Pradesh","Damoh","Gram","Total","0.67","1.11","1656.00"
"Madhya Pradesh","Damoh","Urad","Kharif","0.86","0.56","649.00"
"Madhya Pradesh","Damoh","Urad","Summer","0.04","0.05","1150.00"
"Madhya Pradesh","Damoh","Urad","Total","0.90","0.61","674.00"
"Madhya Pradesh","Damoh","Moong","Kharif","0.03","0.02","710.00"
"Madhya Pradesh","Damoh","Moong","Summer","0.45","0.42","928.00"
"Madhya Pradesh","Damoh","Moong","Total","0.48","0.44","914.00"
"Madhya Pradesh","Damoh","Lentil","Rabi","0.35","0.35","984.00"
"Madhya Pradesh","Damoh","Lentil","Total","0.35","0.35","984.00"
"Madhya Pradesh","Damoh","Other Pulses","Rabi","0.23","0.18","781.00"
"Madhya Pradesh","Damoh","Other Pulses","Total","0.23","0.18","781.00"
"Madhya Pradesh","Damoh","Total Pulses","Total","2.82","2.85","1007.00"
"Madhya Pradesh","Damoh","Total Food Grains","Kharif","2.08","3.45","1659.00"
"Madhya Pradesh","Damoh","Total Food Grains","Rabi","2.64","5.43","2060.00"
"Madhya Pradesh","Damoh","Total Food Grains","Summer","0.50","0.47","948.00"
"Madhya Pradesh","Damoh","Total Food Grains","Total","5.22","9.36","1794.00"
"Madhya Pradesh","Datia","Rice","Kharif","1.00","1.93","1924.00"
"Madhya Pradesh","Datia","Rice","Summer","0.00","0.00","2659.00"
"Madhya Pradesh","Datia","Rice","Total","1.00","1.93","1925.00"
"Madhya Pradesh","Datia","Wheat","Rabi","1.46","4.25","2907.00"
"Madhya Pradesh","Datia","Wheat","Total","1.46","4.25","2907.00"
"Madhya Pradesh","Datia","Maize","Kharif","0.00","0.01","2837.00"
"Madhya Pradesh","Datia","Maize","Rabi","0.00","0.00","3482.00"
